order_id,date,customer_id,product_id,quantity,unit_price,total_amount,payment_method,status,province,city
11347,2023-08-17,234,40,1,177.4,177.4,微信支付,已完成,山东,济南市
11348,2023-08-18,13,19,1,129.46,129.46,银行卡,已完成,福建,厦门市
11349,2023-08-18,25,16,1,266.19,266.19,支付宝,已完成,重庆,重庆市
11350,2023-08-18,142,6,1,70.98,70.98,银行卡,已完成,辽宁,沈阳市
11351,2023-08-18,103,34,1,148.84,148.84,支付宝,已完成,湖北,武汉市
11352,2023-08-18,40,8,2,111.69,223.38,支付宝,已完成,重庆,重庆市
11353,2023-08-19,188,35,1,102.28,102.28,微信支付,已完成,湖南,株洲市
11354,2023-08-19,179,22,1,63.14,63.14,支付宝,已完成,重庆,重庆市
11355,2023-08-19,481,16,1,295.77,295.77,支付宝,已完成,北京,北京市
11356,2023-08-19,166,37,2,54.37,108.74,支付宝,已完成,河南,郑州市
11357,2023-08-19,448,42,2,157.19,314.38,银行卡,已退货,上海,上海市
11358,2023-08-19,107,25,1,245.69,245.69,微信支付,已完成,安徽,合肥市
11359,2023-08-19,496,38,1,495.51,495.51,花呗分期,已完成,上海,上海市
11360,2023-08-20,310,30,1,58.4,58.4,花呗分期,已完成,北京,北京市
11361,2023-08-20,252,22,1,78.93,78.93,微信支付,已退货,重庆,重庆市
11362,2023-08-20,217,16,1,280.98,280.98,花呗分期,已完成,北京,北京市
11363,2023-08-20,172,32,1,439.41,439.41,微信支付,已完成,上海,上海市
11364,2023-08-20,64,4,1,94.26,94.26,花呗分期,已完成,重庆,重庆市
11365,2023-08-20,341,45,3,539.07,1617.21,支付宝,已完成,陕西,咸阳市
11366,2023-08-20,498,15,1,241.86,241.86,银行卡,已完成,安徽,合肥市
11367,2023-08-20,70,17,1,104.07,104.07,微信支付,已完成,北京,北京市
11368,2023-08-20,215,33,1,208.58,208.58,微信支付,已完成,北京,北京市
11369,2023-08-21,481,1,1,340.41,340.41,银行卡,已完成,北京,北京市
11370,2023-08-21,353,30,1,55.48,55.48,银行卡,已完成,福建,福州市
11371,2023-08-21,51,28,1,502.79,502.79,支付宝,已退货,河南,洛阳市
11372,2023-08-21,226,4,1,94.26,94.26,花呗分期,已完成,上海,上海市
11373,2023-08-21,178,26,1,681.95,681.95,微信支付,已完成,山东,青岛市
11374,2023-08-22,106,45,1,512.12,512.12,支付宝,已取消,上海,上海市
11375,2023-08-22,321,32,1,462.54,462.54,支付宝,已完成,辽宁,沈阳市
11376,2023-08-22,432,44,1,506.07,506.07,微信支付,已完成,湖南,长沙市
11377,2023-08-22,26,34,2,148.84,297.68,银行卡,已完成,重庆,重庆市
11378,2023-08-22,54,14,3,157.23,471.69,微信支付,已完成,重庆,重庆市
11379,2023-08-23,352,38,1,521.59,521.59,银行卡,已完成,北京,北京市
11380,2023-08-23,399,24,1,223.15,223.15,花呗分期,已完成,福建,福州市
11381,2023-08-23,487,6,1,67.43,67.43,银行卡,已退货,湖北,武汉市
11382,2023-08-23,447,34,1,141.4,141.4,银行卡,已完成,江苏,无锡市
11383,2023-08-23,371,24,1,200.84,200.84,银行卡,已完成,上海,上海市
11384,2023-08-23,377,13,1,365.96,365.96,支付宝,已完成,湖北,宜昌市
11385,2023-08-24,193,47,1,499.11,499.11,微信支付,已完成,浙江,宁波市
11386,2023-08-24,5,32,1,462.54,462.54,花呗分期,已完成,安徽,芜湖市
11387,2023-08-24,277,10,1,232.56,232.56,微信支付,已完成,辽宁,大连市
11388,2023-08-24,188,23,1,190.87,190.87,支付宝,已完成,湖南,株洲市
11389,2023-08-24,167,42,1,157.19,157.19,花呗分期,已完成,广东,广州市
11390,2023-08-24,365,1,1,340.41,340.41,花呗分期,已完成,广东,广州市
11391,2023-08-25,434,29,1,71.37,71.37,花呗分期,已完成,浙江,杭州市
11392,2023-08-25,411,48,1,481.34,481.34,银行卡,已完成,四川,绵阳市
11393,2023-08-25,55,44,1,506.07,506.07,支付宝,已完成,湖北,宜昌市
11394,2023-08-25,167,45,2,458.21,916.42,银行卡,已取消,广东,广州市
11395,2023-08-25,368,26,1,574.27,574.27,微信支付,已完成,安徽,合肥市
11396,2023-08-25,133,23,1,212.08,212.08,花呗分期,已完成,湖北,武汉市
11397,2023-08-25,171,26,1,646.06,646.06,银行卡,已完成,山东,济南市
11398,2023-08-26,360,10,1,195.84,195.84,支付宝,已完成,湖南,长沙市
11399,2023-08-26,152,38,1,521.59,521.59,微信支付,已完成,河南,洛阳市
11400,2023-08-26,125,2,1,469.74,469.74,花呗分期,已完成,湖北,武汉市
11401,2023-08-26,42,20,1,414.76,414.76,银行卡,已取消,陕西,咸阳市
11402,2023-08-26,47,5,1,444.81,444.81,支付宝,已退货,上海,上海市
11403,2023-08-26,454,18,2,729.6,1459.2,微信支付,已完成,北京,北京市
11404,2023-08-26,93,42,2,157.19,314.38,微信支付,已完成,江苏,南京市
11405,2023-08-27,484,7,1,409.62,409.62,支付宝,已完成,四川,绵阳市
11406,2023-08-27,229,20,1,414.76,414.76,银行卡,已完成,重庆,重庆市
11407,2023-08-27,397,48,1,481.34,481.34,微信支付,已完成,浙江,杭州市
11408,2023-08-27,154,17,1,104.07,104.07,花呗分期,已完成,湖南,长沙市
11409,2023-08-27,13,5,1,355.85,355.85,花呗分期,已完成,福建,厦门市
11410,2023-08-27,228,10,1,220.32,220.32,银行卡,已完成,河南,郑州市
11411,2023-08-27,140,48,1,457.27,457.27,银行卡,已完成,浙江,杭州市
11412,2023-08-27,292,14,2,149.37,298.74,微信支付,已完成,上海,上海市
11413,2023-08-27,110,3,1,87.92,87.92,花呗分期,已完成,山东,烟台市
11414,2023-08-28,325,10,2,244.8,489.6,银行卡,已完成,陕西,西安市
11415,2023-08-28,288,11,1,274.31,274.31,银行卡,已完成,浙江,宁波市
11416,2023-08-28,168,45,1,512.12,512.12,花呗分期,已完成,浙江,杭州市
11417,2023-08-28,205,36,2,320.88,641.76,花呗分期,已完成,上海,上海市
11418,2023-08-28,256,12,1,188.28,188.28,银行卡,已完成,陕西,西安市
11419,2023-08-28,84,28,1,502.79,502.79,花呗分期,已完成,江苏,苏州市
11420,2023-08-29,134,20,1,414.76,414.76,微信支付,已完成,辽宁,大连市
11421,2023-08-29,13,22,1,71.04,71.04,微信支付,已完成,福建,厦门市
11422,2023-08-29,159,46,1,120.42,120.42,银行卡,已完成,江苏,苏州市
11423,2023-08-29,316,23,1,212.08,212.08,银行卡,已完成,福建,福州市
11424,2023-08-29,90,20,1,331.81,331.81,花呗分期,已完成,上海,上海市
11425,2023-08-29,372,23,1,212.08,212.08,支付宝,已完成,重庆,重庆市
11426,2023-08-30,464,17,1,104.07,104.07,微信支付,已完成,福建,福州市
11427,2023-08-30,320,14,1,149.37,149.37,银行卡,已完成,辽宁,大连市
11428,2023-08-30,334,37,1,43.5,43.5,花呗分期,已完成,湖北,宜昌市
11429,2023-08-30,273,47,3,424.24,1272.72,花呗分期,已完成,江苏,南京市
11430,2023-08-30,357,48,1,409.14,409.14,微信支付,已完成,重庆,重庆市
11431,2023-08-30,413,14,1,157.23,157.23,银行卡,已完成,福建,福州市
11432,2023-08-30,114,45,2,539.07,1078.14,微信支付,已完成,安徽,芜湖市
11433,2023-08-30,464,15,1,241.86,241.86,支付宝,已完成,福建,福州市
11434,2023-08-30,67,48,1,481.34,481.34,微信支付,已完成,山东,济南市
11435,2023-08-30,27,27,1,673.12,673.12,花呗分期,已取消,北京,北京市
11436,2023-08-31,322,12,2,188.28,376.56,花呗分期,已完成,辽宁,沈阳市
11437,2023-08-31,294,32,1,462.54,462.54,花呗分期,已完成,福建,厦门市
11438,2023-08-31,181,43,1,191.43,191.43,银行卡,已完成,北京,北京市
11439,2023-08-31,146,27,2,710.51,1421.02,支付宝,已完成,湖南,长沙市
11440,2023-08-31,219,17,3,93.66,280.98,支付宝,已完成,辽宁,大连市
11441,2023-08-31,488,15,1,229.13,229.13,银行卡,已退货,河南,洛阳市
11442,2023-08-31,229,5,1,444.81,444.81,支付宝,已完成,重庆,重庆市
11443,2023-09-01,70,46,1,120.42,120.42,银行卡,已退货,北京,北京市
11444,2023-09-01,137,3,1,78.15,78.15,花呗分期,已完成,广东,佛山市
11445,2023-09-01,57,16,1,280.98,280.98,花呗分期,已完成,安徽,合肥市
11446,2023-09-01,257,26,1,646.06,646.06,花呗分期,已完成,福建,福州市
11447,2023-09-01,264,49,1,322.97,322.97,微信支付,已完成,广东,深圳市
11448,2023-09-01,341,24,1,223.15,223.15,支付宝,已完成,陕西,咸阳市
11449,2023-09-01,398,32,1,462.54,462.54,银行卡,已完成,浙江,杭州市
11450,2023-09-02,42,47,1,449.2,449.2,银行卡,已取消,陕西,咸阳市
11451,2023-09-02,396,43,1,162.72,162.72,微信支付,已完成,河南,郑州市
11452,2023-09-02,319,49,1,258.38,258.38,银行卡,已完成,湖北,武汉市
11453,2023-09-02,199,26,1,610.16,610.16,花呗分期,已完成,山东,烟台市
11454,2023-09-02,493,10,1,244.8,244.8,支付宝,已完成,上海,上海市
11455,2023-09-02,351,23,1,201.48,201.48,银行卡,已退货,辽宁,沈阳市
11456,2023-09-02,126,27,1,747.91,747.91,银行卡,已完成,山东,烟台市
11457,2023-09-02,426,3,1,92.81,92.81,微信支付,已取消,北京,北京市
11458,2023-09-03,433,22,1,78.93,78.93,花呗分期,已完成,广东,东莞市
11459,2023-09-03,343,38,1,469.43,469.43,花呗分期,已完成,广东,广州市
11460,2023-09-03,49,42,1,133.61,133.61,微信支付,已完成,陕西,咸阳市
11461,2023-09-03,258,16,1,266.19,266.19,银行卡,已完成,重庆,重庆市
11462,2023-09-03,312,7,1,409.62,409.62,微信支付,已退货,北京,北京市
11463,2023-09-03,469,21,1,110.66,110.66,支付宝,已完成,四川,成都市
11464,2023-09-03,210,39,1,316.3,316.3,支付宝,已完成,福建,福州市
11465,2023-09-03,368,45,1,512.12,512.12,花呗分期,已完成,安徽,合肥市
11466,2023-09-03,438,48,1,481.34,481.34,银行卡,已完成,安徽,合肥市
11467,2023-09-03,382,20,1,394.02,394.02,花呗分期,已取消,湖北,宜昌市
11468,2023-09-04,242,14,1,157.23,157.23,花呗分期,已完成,陕西,咸阳市
11469,2023-09-04,150,16,1,251.4,251.4,花呗分期,已取消,辽宁,沈阳市
11470,2023-09-04,409,31,2,208.92,417.84,银行卡,已完成,上海,上海市
11471,2023-09-04,234,26,1,646.06,646.06,花呗分期,已取消,山东,济南市
11472,2023-09-05,132,49,2,274.52,549.04,花呗分期,已完成,广东,佛山市
11473,2023-09-05,237,23,1,190.87,190.87,花呗分期,已完成,北京,北京市
11474,2023-09-05,444,38,1,495.51,495.51,银行卡,已完成,四川,绵阳市
11475,2023-09-05,65,9,1,208.56,208.56,银行卡,已完成,广东,东莞市
11476,2023-09-05,476,10,1,220.32,220.32,支付宝,已完成,浙江,温州市
11477,2023-09-05,367,17,1,104.07,104.07,微信支付,已完成,辽宁,大连市
11478,2023-09-06,356,20,1,414.76,414.76,支付宝,已完成,福建,厦门市
11479,2023-09-06,433,39,1,332.95,332.95,支付宝,已完成,广东,东莞市
11480,2023-09-06,168,37,1,43.5,43.5,支付宝,已完成,浙江,杭州市
11481,2023-09-06,165,46,1,126.76,126.76,支付宝,已完成,河南,洛阳市
11482,2023-09-06,102,3,1,92.81,92.81,微信支付,已完成,上海,上海市
11483,2023-09-07,383,17,1,104.07,104.07,支付宝,已完成,重庆,重庆市
11484,2023-09-07,465,42,1,125.75,125.75,花呗分期,已完成,四川,绵阳市
11485,2023-09-07,53,26,1,610.16,610.16,花呗分期,已完成,浙江,宁波市
11486,2023-09-07,357,34,1,126.51,126.51,微信支付,已完成,重庆,重庆市
11487,2023-09-07,75,48,1,457.27,457.27,支付宝,已退货,重庆,重庆市
11488,2023-09-07,487,48,1,481.34,481.34,花呗分期,已完成,湖北,武汉市
11489,2023-09-07,375,28,1,502.79,502.79,银行卡,已完成,安徽,合肥市
11490,2023-09-08,215,22,1,71.04,71.04,银行卡,已完成,北京,北京市
11491,2023-09-08,451,27,1,710.51,710.51,支付宝,已完成,河南,郑州市
11492,2023-09-08,93,33,1,198.15,198.15,微信支付,已完成,江苏,南京市
11493,2023-09-08,341,15,1,241.86,241.86,花呗分期,已完成,陕西,咸阳市
11494,2023-09-08,350,27,1,710.51,710.51,支付宝,已完成,山东,烟台市
11495,2023-09-08,168,1,1,340.41,340.41,银行卡,已完成,浙江,杭州市
11496,2023-09-09,258,1,1,340.41,340.41,支付宝,已取消,重庆,重庆市
11497,2023-09-09,146,47,1,499.11,499.11,支付宝,已完成,湖南,长沙市
11498,2023-09-09,464,6,1,70.98,70.98,微信支付,已完成,福建,福州市
11499,2023-09-09,314,24,1,223.15,223.15,花呗分期,已完成,重庆,重庆市
11500,2023-09-09,109,10,1,244.8,244.8,支付宝,已完成,山东,青岛市
11501,2023-09-09,358,45,1,458.21,458.21,微信支付,已取消,广东,东莞市
11502,2023-09-09,376,43,1,191.43,191.43,银行卡,已完成,山东,烟台市
11503,2023-09-10,381,34,1,148.84,148.84,银行卡,已完成,广东,东莞市
11504,2023-09-10,388,39,1,316.3,316.3,花呗分期,已完成,辽宁,沈阳市
11505,2023-09-10,284,43,3,162.72,488.16,微信支付,已完成,湖北,宜昌市
11506,2023-09-10,282,24,1,223.15,223.15,银行卡,已完成,陕西,西安市
11507,2023-09-10,176,13,1,347.66,347.66,银行卡,已完成,河南,郑州市
11508,2023-09-10,337,4,1,94.26,94.26,微信支付,已完成,广东,佛山市
11509,2023-09-10,463,2,1,494.46,494.46,银行卡,已完成,重庆,重庆市
11510,2023-09-11,259,38,1,521.59,521.59,支付宝,已完成,湖南,长沙市
11511,2023-09-11,280,24,1,223.15,223.15,花呗分期,已完成,河南,郑州市
11512,2023-09-11,262,2,1,445.01,445.01,微信支付,已完成,四川,绵阳市
11513,2023-09-11,221,37,1,54.37,54.37,支付宝,已取消,重庆,重庆市
11514,2023-09-11,463,24,1,189.68,189.68,花呗分期,已完成,重庆,重庆市
11515,2023-09-11,451,2,1,494.46,494.46,花呗分期,已完成,河南,郑州市
11516,2023-09-11,233,24,1,200.84,200.84,微信支付,已完成,北京,北京市
11517,2023-09-12,316,22,1,78.93,78.93,微信支付,已完成,福建,福州市
11518,2023-09-12,333,26,1,717.84,717.84,支付宝,已完成,河南,洛阳市
11519,2023-09-12,404,31,1,219.92,219.92,微信支付,已完成,安徽,芜湖市
11520,2023-09-12,380,13,2,365.96,731.92,花呗分期,已完成,湖北,武汉市
11521,2023-09-12,385,26,1,717.84,717.84,银行卡,已完成,北京,北京市
11522,2023-09-13,334,21,1,94.06,94.06,花呗分期,已完成,湖北,宜昌市
11523,2023-09-13,307,43,1,191.43,191.43,银行卡,已完成,浙江,杭州市
11524,2023-09-13,116,11,2,274.31,548.62,花呗分期,已完成,陕西,咸阳市
11525,2023-09-13,238,10,1,244.8,244.8,支付宝,已退货,辽宁,大连市
11526,2023-09-13,401,38,1,521.59,521.59,支付宝,已完成,安徽,芜湖市
11527,2023-09-14,6,21,1,110.66,110.66,微信支付,已取消,江苏,无锡市
11528,2023-09-14,50,48,1,481.34,481.34,支付宝,已完成,上海,上海市
11529,2023-09-14,488,26,1,717.84,717.84,花呗分期,已完成,河南,洛阳市
11530,2023-09-14,63,44,1,455.46,455.46,银行卡,已完成,广东,东莞市
11531,2023-09-14,80,23,1,201.48,201.48,银行卡,已完成,重庆,重庆市
11532,2023-09-14,38,4,1,89.55,89.55,微信支付,已取消,上海,上海市
11533,2023-09-15,320,14,1,157.23,157.23,银行卡,已完成,辽宁,大连市
11534,2023-09-15,242,4,1,84.83,84.83,银行卡,已完成,陕西,咸阳市
11535,2023-09-15,358,12,1,188.28,188.28,微信支付,已退货,广东,东莞市
11536,2023-09-15,249,9,1,197.59,197.59,银行卡,已退货,浙江,宁波市
11537,2023-09-16,399,2,1,445.01,445.01,花呗分期,已完成,福建,福州市
11538,2023-09-16,181,20,1,414.76,414.76,微信支付,已完成,北京,北京市
11539,2023-09-16,313,19,1,144.69,144.69,支付宝,已完成,河南,郑州市
11540,2023-09-16,124,36,1,377.51,377.51,支付宝,已完成,北京,北京市
11541,2023-09-16,109,28,1,477.65,477.65,微信支付,已完成,山东,青岛市
11542,2023-09-16,288,1,1,340.41,340.41,微信支付,已完成,浙江,宁波市
11543,2023-09-16,32,45,1,485.16,485.16,花呗分期,已完成,湖北,宜昌市
11544,2023-09-16,249,5,1,378.09,378.09,支付宝,已退货,浙江,宁波市
11545,2023-09-16,222,24,1,211.99,211.99,花呗分期,已退货,河南,洛阳市
11546,2023-09-17,202,35,1,107.96,107.96,花呗分期,已完成,江苏,苏州市
11547,2023-09-17,43,36,1,377.51,377.51,花呗分期,已取消,重庆,重庆市
11548,2023-09-17,165,23,1,212.08,212.08,支付宝,已完成,河南,洛阳市
11549,2023-09-17,362,36,1,339.76,339.76,微信支付,已完成,湖北,宜昌市
11550,2023-09-17,272,47,1,449.2,449.2,支付宝,已取消,湖北,宜昌市
11551,2023-09-17,172,16,1,295.77,295.77,银行卡,已完成,上海,上海市
11552,2023-09-17,284,1,1,289.35,289.35,花呗分期,已完成,湖北,宜昌市
11553,2023-09-17,400,41,1,526.34,526.34,银行卡,已取消,湖北,武汉市
11554,2023-09-17,174,42,1,157.19,157.19,微信支付,已完成,重庆,重庆市
11555,2023-09-18,81,41,1,555.58,555.58,支付宝,已完成,安徽,芜湖市
11556,2023-09-18,457,22,1,71.04,71.04,支付宝,已完成,江苏,无锡市
11557,2023-09-18,149,14,1,157.23,157.23,银行卡,已完成,广东,东莞市
11558,2023-09-18,485,37,1,51.65,51.65,支付宝,已完成,上海,上海市
11559,2023-09-18,474,39,1,332.95,332.95,花呗分期,已完成,湖南,长沙市
11560,2023-09-19,333,13,1,365.96,365.96,支付宝,已退货,河南,洛阳市
11561,2023-09-19,83,38,1,495.51,495.51,微信支付,已完成,广东,佛山市
11562,2023-09-19,281,28,1,452.51,452.51,支付宝,已完成,上海,上海市
11563,2023-09-19,104,34,1,119.07,119.07,花呗分期,已完成,广东,佛山市
11564,2023-09-19,179,16,1,295.77,295.77,银行卡,已完成,重庆,重庆市
11565,2023-09-19,304,12,1,169.45,169.45,花呗分期,已完成,江苏,南京市
11566,2023-09-20,80,16,2,280.98,561.96,支付宝,已退货,重庆,重庆市
11567,2023-09-20,77,36,1,377.51,377.51,花呗分期,已完成,陕西,西安市
11568,2023-09-20,122,32,1,416.29,416.29,支付宝,已完成,四川,成都市
11569,2023-09-20,144,20,1,414.76,414.76,花呗分期,已完成,浙江,杭州市
11570,2023-09-20,456,19,1,152.31,152.31,支付宝,已完成,江苏,南京市
11571,2023-09-20,108,17,1,88.46,88.46,花呗分期,已完成,北京,北京市
11572,2023-09-20,113,40,1,168.53,168.53,银行卡,已完成,陕西,咸阳市
11573,2023-09-21,16,28,1,477.65,477.65,花呗分期,已完成,江苏,无锡市
11574,2023-09-21,108,33,1,208.58,208.58,银行卡,已完成,北京,北京市
11575,2023-09-21,463,26,1,681.95,681.95,银行卡,已完成,重庆,重庆市
11576,2023-09-21,396,29,1,64.23,64.23,微信支付,已完成,河南,郑州市
11577,2023-09-21,404,15,1,254.59,254.59,支付宝,已完成,安徽,芜湖市
11578,2023-09-21,386,47,2,474.15,948.3,支付宝,已完成,福建,福州市
11579,2023-09-22,362,28,1,502.79,502.79,支付宝,已完成,湖北,宜昌市
11580,2023-09-22,421,41,1,555.58,555.58,微信支付,已完成,浙江,宁波市
11581,2023-09-22,330,2,1,494.46,494.46,微信支付,已完成,北京,北京市
11582,2023-09-22,487,2,1,494.46,494.46,银行卡,已取消,湖北,武汉市
11583,2023-09-22,427,2,2,445.01,890.02,银行卡,已完成,江苏,无锡市
11584,2023-09-22,354,35,1,113.64,113.64,银行卡,已完成,陕西,西安市
11585,2023-09-22,19,4,1,89.55,89.55,支付宝,已完成,湖北,武汉市
11586,2023-09-23,401,19,1,152.31,152.31,银行卡,已完成,安徽,芜湖市
11587,2023-09-23,121,35,1,113.64,113.64,微信支付,已完成,浙江,杭州市
11588,2023-09-23,380,17,2,88.46,176.92,支付宝,已退货,湖北,武汉市
11589,2023-09-23,485,40,1,159.66,159.66,支付宝,已完成,上海,上海市
11590,2023-09-23,496,14,1,133.65,133.65,支付宝,已退货,上海,上海市
11591,2023-09-23,102,17,1,104.07,104.07,微信支付,已完成,上海,上海市
11592,2023-09-23,132,17,2,104.07,208.14,银行卡,已完成,广东,佛山市
11593,2023-09-23,246,38,1,417.27,417.27,支付宝,已取消,四川,成都市
11594,2023-09-24,475,8,2,106.11,212.22,银行卡,已完成,河南,郑州市
11595,2023-09-24,251,16,2,251.4,502.8,银行卡,已完成,河南,洛阳市
11596,2023-09-24,480,49,3,306.82,920.46,花呗分期,已完成,辽宁,沈阳市
11597,2023-09-24,282,28,1,502.79,502.79,花呗分期,已完成,陕西,西安市
11598,2023-09-24,294,17,1,104.07,104.07,支付宝,已完成,福建,厦门市
11599,2023-09-24,43,46,1,126.76,126.76,花呗分期,已完成,重庆,重庆市
11600,2023-09-25,4,16,2,280.98,561.96,银行卡,已完成,四川,成都市
11601,2023-09-25,276,24,1,223.15,223.15,支付宝,已完成,山东,青岛市
11602,2023-09-25,418,19,1,152.31,152.31,花呗分期,已完成,陕西,咸阳市
11603,2023-09-25,309,8,1,111.69,111.69,花呗分期,已完成,河南,洛阳市
11604,2023-09-25,468,13,1,311.07,311.07,银行卡,已完成,山东,青岛市
11605,2023-09-26,429,37,1,54.37,54.37,花呗分期,已完成,四川,成都市
11606,2023-09-26,243,39,1,332.95,332.95,银行卡,已完成,北京,北京市
11607,2023-09-26,258,42,1,157.19,157.19,花呗分期,已完成,重庆,重庆市
11608,2023-09-26,206,6,1,70.98,70.98,银行卡,已完成,浙江,温州市
11609,2023-09-26,208,40,1,177.4,177.4,花呗分期,已退货,陕西,咸阳市
11610,2023-09-27,283,46,2,126.76,253.52,银行卡,已完成,重庆,重庆市
11611,2023-09-27,497,49,1,306.82,306.82,银行卡,已完成,广东,广州市
11612,2023-09-27,328,13,1,365.96,365.96,花呗分期,已完成,湖南,长沙市
11613,2023-09-27,495,23,1,212.08,212.08,微信支付,已完成,河南,郑州市
11614,2023-09-27,429,19,1,152.31,152.31,微信支付,已完成,四川,成都市
11615,2023-09-28,295,49,1,306.82,306.82,花呗分期,已完成,重庆,重庆市
11616,2023-09-28,424,28,1,502.79,502.79,银行卡,已完成,北京,北京市
11617,2023-09-28,312,43,1,172.29,172.29,花呗分期,已完成,北京,北京市
11618,2023-09-28,462,38,1,521.59,521.59,支付宝,已完成,山东,烟台市
11619,2023-09-28,425,36,1,377.51,377.51,微信支付,已完成,北京,北京市
11620,2023-09-29,84,46,1,120.42,120.42,支付宝,已完成,江苏,苏州市
11621,2023-09-29,136,5,1,422.57,422.57,支付宝,已完成,山东,济南市
11622,2023-09-29,27,25,1,272.99,272.99,银行卡,已完成,北京,北京市
11623,2023-09-29,294,48,1,433.21,433.21,微信支付,已完成,福建,厦门市
11624,2023-09-30,400,35,2,102.28,204.56,花呗分期,已完成,湖北,武汉市
11625,2023-09-30,466,12,1,178.87,178.87,花呗分期,已完成,安徽,芜湖市
11626,2023-09-30,52,15,1,254.59,254.59,支付宝,已退货,江苏,南京市
11627,2023-09-30,450,9,1,219.54,219.54,银行卡,已完成,山东,青岛市
11628,2023-09-30,437,15,1,254.59,254.59,花呗分期,已完成,重庆,重庆市
11629,2023-09-30,168,2,1,494.46,494.46,花呗分期,已完成,浙江,杭州市
11630,2023-09-30,135,40,1,177.4,177.4,银行卡,已完成,陕西,西安市
11631,2023-09-30,320,31,1,219.92,219.92,微信支付,已完成,辽宁,大连市
11632,2023-10-01,228,8,1,111.69,111.69,花呗分期,已完成,河南,郑州市
11633,2023-10-01,85,27,1,747.91,747.91,银行卡,已完成,重庆,重庆市
11634,2023-10-01,104,42,1,125.75,125.75,花呗分期,已完成,广东,佛山市
11635,2023-10-01,239,24,1,211.99,211.99,微信支付,已完成,重庆,重庆市
11636,2023-10-01,303,8,2,94.94,189.88,支付宝,已完成,江苏,苏州市
11637,2023-10-01,157,38,1,521.59,521.59,微信支付,已完成,广东,佛山市
11638,2023-10-01,79,23,1,212.08,212.08,微信支付,已完成,湖北,宜昌市
11639,2023-10-02,342,29,1,67.8,67.8,支付宝,已完成,四川,成都市
11640,2023-10-02,108,20,1,414.76,414.76,银行卡,已完成,北京,北京市
11641,2023-10-02,390,45,1,539.07,539.07,花呗分期,已完成,陕西,西安市
11642,2023-10-02,281,27,1,747.91,747.91,银行卡,已完成,上海,上海市
11643,2023-10-02,147,6,1,70.98,70.98,支付宝,已完成,安徽,合肥市
11644,2023-10-02,155,13,1,311.07,311.07,微信支付,已完成,山东,青岛市
11645,2023-10-02,280,44,1,430.16,430.16,支付宝,已完成,河南,郑州市
11646,2023-10-03,312,30,1,49.64,49.64,银行卡,已完成,北京,北京市
11647,2023-10-03,356,13,1,347.66,347.66,微信支付,已完成,福建,厦门市
11648,2023-10-03,148,35,2,96.59,193.18,支付宝,已取消,四川,绵阳市
11649,2023-10-03,396,30,1,58.4,58.4,微信支付,已取消,河南,郑州市
11650,2023-10-03,133,41,2,584.82,1169.64,花呗分期,已完成,湖北,武汉市
11651,2023-10-03,234,21,1,110.66,110.66,支付宝,已取消,山东,济南市
11652,2023-10-04,335,17,1,98.87,98.87,微信支付,已退货,浙江,宁波市
11653,2023-10-04,328,5,1,355.85,355.85,支付宝,已完成,湖南,长沙市
11654,2023-10-04,87,11,1,245.44,245.44,银行卡,已完成,福建,福州市
11655,2023-10-04,450,35,1,107.96,107.96,花呗分期,已完成,山东,青岛市
11656,2023-10-04,102,7,1,368.66,368.66,银行卡,已完成,上海,上海市
11657,2023-10-04,286,6,1,63.88,63.88,微信支付,已完成,四川,绵阳市
11658,2023-10-05,307,44,1,480.77,480.77,花呗分期,已完成,浙江,杭州市
11659,2023-10-05,9,49,2,322.97,645.94,花呗分期,已完成,上海,上海市
11660,2023-10-05,363,24,1,223.15,223.15,银行卡,已完成,山东,济南市
11661,2023-10-05,23,13,1,365.96,365.96,支付宝,已完成,重庆,重庆市
11662,2023-10-06,358,39,1,299.65,299.65,微信支付,已完成,广东,东莞市
11663,2023-10-06,149,18,1,693.12,693.12,花呗分期,已完成,广东,东莞市
11664,2023-10-06,339,47,1,424.24,424.24,支付宝,已完成,四川,绵阳市
11665,2023-10-06,76,20,1,414.76,414.76,支付宝,已退货,河南,郑州市
11666,2023-10-06,94,36,2,377.51,755.02,花呗分期,已取消,北京,北京市
11667,2023-10-07,72,14,1,149.37,149.37,微信支付,已完成,浙江,温州市
11668,2023-10-07,468,14,1,157.23,157.23,银行卡,已完成,山东,青岛市
11669,2023-10-07,102,26,1,717.84,717.84,银行卡,已完成,上海,上海市
11670,2023-10-07,403,39,1,332.95,332.95,支付宝,已完成,河南,郑州市
11671,2023-10-07,394,28,1,477.65,477.65,花呗分期,已完成,山东,青岛市
11672,2023-10-07,92,33,1,208.58,208.58,花呗分期,已完成,湖北,宜昌市
11673,2023-10-07,299,47,1,499.11,499.11,花呗分期,已取消,重庆,重庆市
11674,2023-10-08,115,12,1,160.04,160.04,支付宝,已完成,福建,福州市
11675,2023-10-08,233,43,2,191.43,382.86,支付宝,已完成,北京,北京市
11676,2023-10-08,341,21,2,94.06,188.12,微信支付,已完成,陕西,咸阳市
11677,2023-10-08,201,18,1,620.16,620.16,支付宝,已取消,江苏,无锡市
11678,2023-10-08,307,41,1,584.82,584.82,花呗分期,已完成,浙江,杭州市
11679,2023-10-08,225,38,1,521.59,521.59,银行卡,已完成,陕西,西安市
11680,2023-10-08,418,11,1,288.75,288.75,支付宝,已完成,陕西,咸阳市
